path	sentence	gender	name	class
139_14.wav	Pești. Sfera amoroasă e nuanțată frumos și poate vă bucurați de prezența cuiva care se simte atrasă de voi, această persoană.	fem	Neti Sandu	pozitiv
139_2.wav	Vibrația zilei este unu și e bine să o luăm de la început cu ce nu ne-a reușit, dar și cu lucrurile nou-nouțe, așa e la luna nouă.	fem	Neti Sandu	pozitiv
139_3.wav	Vedem ce se întâmplă în fiecare dintre zodii. Taur. Se poate să vă asociați cu niște oameni ca să dați drumul unui proiect care să vă aducă aprecieri din partea celor care știu câtă muncă a fost acolo.	fem	Neti Sandu	pozitiv
139_4.wav	Gemeni. Poate e nevoie de un consult medical ca să știți sigur dacă sunteți sănătoși.	fem	Neti Sandu	negativ
139_6.wav	Rac. Se poate să vă uniți forțele cu ale unora care sunt pricepuți și o să vă apucați de treabă de luni încolo.	fem	Neti Sandu	pozitiv
139_9.wav	Balanța. O să ajungeți la un concert, la un târg tradițional, o să fie o șansă de a vă întâlni și cu prieteni mai vechi, mai noi.	fem	Neti Sandu	pozitiv
142_0.wav	Surprize astăzi. Povestim la următoarele de ce. O să venim în ajutorul unor oameni dragi care au nevoie de o vorbă, un sfat,	fem	Neti Sandu	pozitiv
142_14.wav	Poate primiți un răspuns afectiv de la cineva cu care ați avut răbdare,	fem	Neti Sandu	pozitiv
142_18.wav	Berbec. Poate se face în sfârșit lumină într-o chestiune de ordin sentimental și o să vă înțelegeți mult mai bine cu partenerul de cuplu.	fem	Neti Sandu	pozitiv
142_5.wav	Rac. Se poate să vă lăsați antrenați așa într-o activitate care să vă aducă un profit și să vă gestionați energia,	fem	Neti Sandu	pozitiv
142_8.wav	E cineva care insistă să lucrați împreună, dar nu acceptați voi cu una, cu două, că sunteți conservatori, dar cine știe?	fem	Neti Sandu	negativ
148_0.wav	O zi, vă spun, chiar frumoasă. Se schimbă vibrația.	fem	Neti Sandu	pozitiv
148_1.wav	Jupiter intră în zodia taurului și o să avem grijă de banii noștri, dar și de noi, ca să ne mai și relaxăm.	fem	Neti Sandu	pozitiv
148_10.wav	Balanța. Întrevedere cu cineva care se luptă de multă vreme să vă convingă de faptul că sentimentele pe care vi le poartă sunt sincere.	fem	Neti Sandu	pozitiv
148_14.wav	Capricorn. E cineva care vă place și o să vă spună, numai să fiți și voi pregătiți cu răspunsul, dacă sunteți interesați, bineînțeles.	fem	Neti Sandu	pozitiv
148_18.wav	Berbec. Vine cineva după o absență îndelungată și o să faceți echipă?	fem	Neti Sandu	pozitiv
148_19.wav	O să puteți fi împreună de acum încolo, o să vedeți. O zi chiar frumoasă.	fem	Neti Sandu	pozitiv
148_2.wav	Vibrația zilei este șapte și o să facem alegeri înțelepte de aici încolo, să vedem ce se întâmplă în fiecare dintre zodii. Taur.	fem	Neti Sandu	pozitiv
148_7.wav	Leu. O invitație de mers la un spectacol, poate faceți parte dintr-un grup	fem	Neti Sandu	pozitiv
148_9.wav	Se poate să aveți de susținut un examen, un interviu, să luați un doctorat sau o să fie alt gen de validare.	fem	Neti Sandu	negativ
14_10.wav	Capricorn. Vi se fac promisiuni de bani în plus și o să vă fie mai ușor să duceți la bun sfârșit toate obligațiile, atât pe cele de serviciu cât și pe cele din particular.	fem	Neti Sandu	pozitiv
14_11.wav	Vărsător. E posibil să apară ceva nou la serviciu și să vă implicați așa de la bun început în proiectul respectiv ca să vă asigurați succesul.	fem	Neti Sandu	pozitiv
14_12.wav	Pești. E momentul să treceți și pe la doctor, să vă faceți un set de analize medicale, să vedeți cum stați și să vă și tratați, dacă e ceva.	fem	Neti Sandu	negativ
14_16.wav	Provocări, azi am zis.	fem	Neti Sandu	negativ
14_3.wav	Vibrația zilei este patru și e bine să avem grijă de casă și de familie. Vedem acum ce se întâmplă în fiecare dintre zodii. Rac.	fem	Neti Sandu	pozitiv
14_4.wav	Vin bani din surse colaterale, poate sunt acele sume restante care tot nu mai ajungeau la voi, acum însă gata, le recuperați.	fem	Neti Sandu	pozitiv
14_5.wav	Leu. Se poate să aveți cheltuieli mari în perioada asta, poate pentru că vă luați altă mașină sau ca să plecați în concediu.	fem	Neti Sandu	negativ
14_6.wav	Fecioara. Se încearcă, o să vedeți cooptarea voastră într-o acțiune care poate fi particular și să le fiți de ajutor unor oameni.	fem	Neti Sandu	pozitiv
14_7.wav	Balanța. Are loc o lansare la apă. O fi un proiect care o să vă dea de furcă, dar vin și satisfacțiile deloc modeste.	fem	Neti Sandu	pozitiv
14_8.wav	Scorpion. O să-și facă apariția cineva care se străduie de multă vreme să vă cucerească și poate de data asta va și reuși.	fem	Neti Sandu	pozitiv
14_9.wav	Săgetător. Se rezolvă chestiuni mai vechi și o să faceți un salt calitativ.	fem	Neti Sandu	pozitiv
151_0.wav	O zi destinsă. O să ne achităm de obligație morală, de mers într-o vizită, de ieșit de la cafea cu cineva sau până în parcuri, la meci, la piscină să ne revigorăm.	fem	Neti Sandu	pozitiv
151_10.wav	Capricorn. Păreți ceva mai relaxați cu banii și dacă aveți totuși chef de ieșit din casă, e clar, o să aveți bani de buzunar.	fem	Neti Sandu	pozitiv
151_11.wav	Vărsător. Se poate să vă duceți într-o vizită, să ziceți cuiva la mulți ani sau casă de piatră și să aveți o stare de spirit cât se poate de bună.	fem	Neti Sandu	pozitiv
151_12.wav	Pești. O să vă bucurați de prezența unor oameni dragi pe care nu i-ați putut vedea de ceva vreme și o să fie un balsam sufletesc.	fem	Neti Sandu	pozitiv
151_13.wav	Berbec. Se invită cineva, poate e o petrecere la voi sau poate e ceva important pe care n-ați vrea să-l ratați în altă parte și vă duceți.	fem	Neti Sandu	pozitiv
151_14.wav	O zi destinsă!	fem	Neti Sandu	pozitiv
151_2.wav	Taur. O să vă bucurați de întâlnirea cu cineva care vă invită în oraș și se poate lega o frumoasă poveste de dragoste dacă sunteți singuri.	fem	Neti Sandu	pozitiv
151_3.wav	Gemeni. Se poate să dați o fugă pe undeva și să vă bucurați de anturajul cu care plecați și de vreme, de peisaje.	fem	Neti Sandu	pozitiv
151_4.wav	Rac. S-ar putea să vă duceți într-un parc de agrement, la rugămințile copiilor sau într-o stațiune turistică unde vă e mai aproape.	fem	Neti Sandu	pozitiv
151_5.wav	Leu. Vă caută cineva care vrea să lăsați toate preocupările și să plecați împreună într-un dus întors așa mare, munte, da, și vă duceți.	fem	Neti Sandu	pozitiv
151_6.wav	Fecioara. Se poate să vă invite cineva la masă fără un motiv festiv și o să vă prindă bine să schimbați impresii între două feluri de mâncare.	fem	Neti Sandu	pozitiv
151_7.wav	Balanța. Întâlnire cu oameni simpatici care să vă ajute să scăpați de oboseală și să nu vă mai gândiți la stresul de zi cu zi.	fem	Neti Sandu	pozitiv
151_8.wav	Scorpion. O să vă ia prin surprindere vizita cuiva și o să vă întrebați dacă nu cumva vă îndreptați spre o relație și mai serioasă. O căsătorie.	fem	Neti Sandu	pozitiv
151_9.wav	Săgetător. Poate vă invită cineva la o ceremonie, se decernează niște premii, ori poate e o cununie religioasă.	fem	Neti Sandu	pozitiv
153_0.wav	Taur. Se poate să dați o petrecere de zi aniversară, chiar cu o oarecare întârziere, poate fi un alt motiv de stat la taclale cu prietenii și să vă simțiți cu toții bine.	fem	Neti Sandu	pozitiv
153_1.wav	Gemeni. Apar situații neprevăzute, pot fi și surprize plăcute din partea celor care vă iubesc, dar și voi aveți o stare de spirit la nivel înalt și o să fie o efervescență.	fem	Neti Sandu	pozitiv
153_11.wav	Vărsător. Se poate să treceți în revistă mondenitățile ca să vă reactualizați niște contacte, relații de afaceri și să vă puneți la curent cu noutățile.	fem	Neti Sandu	pozitiv
153_12.wav	Pești. Se poate să vi se facă o surpriză, să primiți un cadou, invitație în oraș sau la plimbare mai departe de casă și să vă atingă acolo la coarda sensibilă.	fem	Neti Sandu	pozitiv
153_2.wav	Rac. Aveți nevoie de socializare și poate ieșiți pe la târguri, expoziții ca să vă încărcați bateriile că v-o fi ajuns oboseala și e nevoie de o gură de aer proaspăt.	fem	Neti Sandu	pozitiv
153_3.wav	Leu. E cineva care vă roagă de multă vreme să ieșiți la o întâlnire și să fiți însfârșit de acord ca să și testați compatibilitatea. Există? Nu există?	fem	Neti Sandu	pozitiv
153_4.wav	Fecioara. Poate vă faceți timp să ieșiți la cafea cu cineva care vrea să vă propună un job și dacă nu vă grăbește nimic, vă gândiți, faceți un calcul și dați răspunsul săptămâna viitoare.	fem	Neti Sandu	pozitiv
153_6.wav	Scorpion. E posibil să vă duceți într-o vizită sau la un spectacol, la un party, poate fi și un boten sau poate că se căsătoresc niște prieteni.	fem	Neti Sandu	pozitiv
155_11.wav	Săgetător. Se poate să aveți un eveniment în familie și să vă ocupați de tratație, de invitați că să se simtă toată lumea bine.	fem	Neti Sandu	negativ
155_15.wav	Berbec. Poate faceți o tratație la voi acasă, o fi o zi de naștere sau oți fi avut un succes.	fem	Neti Sandu	pozitiv
155_16.wav	Pe curând. O zi frumoasa vă spun. O să revin puțin mai tărziu. V-aștept!	fem	Neti Sandu	pozitiv
155_4.wav	Taur. O să puteți ieși la un prânz în doi, vă duceți la un picnic să vă bucurați de soare, de mirosul florilor, al ierbii, de aer. Gemeni.	fem	Neti Sandu	pozitiv
155_5.wav	O chestiune sufletească erodează cam de la începutul anului și daca faceți abstracție de ea, să știți că nu se vă rezolva de la sine, trebuie făcut ceva.	fem	Neti Sandu	negativ
155_6.wav	Rac. Se poate să vă duceți la o zi de naștere, de căsătorie, o fi poate un botez care o să adune lume cu care o să vă întrețineți frumos chiar.	fem	Neti Sandu	pozitiv
155_8.wav	Fecioara. Vi se fac promisiuni de ieșit de la plimbare, prin țară, daca aveți chef, vă puteți duce cu familia, cu prietenii pe undeva.	fem	Neti Sandu	pozitiv
155_9.wav	Balanță. O să răsturnați pușculița că să faceți rost de bani, să dați o fugă la mare, la munte.	fem	Neti Sandu	pozitiv
158_10.wav	Scorpion. Se poate să lucrați în formula de grup, dar să nu vă înțelegeți la fel de bine cu toți membrii echipei,	fem	Neti Sandu	negativ
158_13.wav	Capricorn. Se poate să apară de undeva niște bani și să aveți cu ce să ieșiți cu ai voștri în oraș, în afară, prin țară, pe undeva.	fem	Neti Sandu	pozitiv
158_3.wav	Taur. O problemă de familie se cere urgent rezolvată și poate se reunește familia zilele astea	fem	Neti Sandu	negativ
158_7.wav	Leu. O să faceți tot posibilul să plecați pe undeva ca să vă detașați de problemele curente care v-au tot stresat în ultima vreme.	fem	Neti Sandu	negativ
158_8.wav	Fecioara. Se poate să vă consultați cu familia în privința unui party care va avea loc în weekend. Cine să participe și cu ce.	fem	Neti Sandu	pozitiv
161_10.wav	Balanța. Vă socotiți banii să vedeți dacă vă ajung ca să schimbați mașina, iar dacă e vorba despre casă, probabil trebuie un credit.	fem	Neti Sandu	negativ
161_11.wav	Scorpion. Un proiect nou la serviciu și o să vă alegeți cu bani frumoșă, poate urmează și o promovare.	fem	Neti Sandu	pozitiv
161_12.wav	Săgetător. Vă invită cineva într-o plimbare și dacă nu aveți alt program mâine, voi mâine vă duceți.	fem	Neti Sandu	pozitiv
161_14.wav	Vărsător. Poate o să reveniți în ajutor părinților, rudelor mai în vârstă și o să vă fie apreciat gestul de omenie. Pești.	fem	Neti Sandu	pozitiv
161_15.wav	O să faceți pace cu niște prieteni care nu v-au putut ajuta atunci când le-ați solicitat ajutorul și o să vă vedeți mai des.	fem	Neti Sandu	pozitiv
161_16.wav	Berbec. Poate ar trebui să fiți mai comunicativi, așa că probabil uneori tăcerea voastră se traduce greșit.	fem	Neti Sandu	negativ
161_2.wav	Vibrația zilei este unsprezece, număr maestru, și o să știm să facem față provocărilor.	fem	Neti Sandu	pozitiv
161_3.wav	Vedem ce se întâmplă la fiecare dintre zodii. Taur. O problemă de sănătate se rezolvă dacă vă duceți la medic.	fem	Neti Sandu	negativ
161_4.wav	Vă faceți și niște investigații medicale ca să știți cu ce să vă tratați dacă e ceva, se descoperă ceva.	fem	Neti Sandu	negativ
163_0.wav	Rezolvări azi. O să primim atenționări și o să știm ce avem de făcut pe ce anume pică accentul și o să ne descurcăm frumos.	fem	Neti Sandu	pozitiv
163_1.wav	Vibrația zilei este unu și e bine să o luăm de la început cu ce ne dorim să se definitiveze ca lumea.	fem	Neti Sandu	pozitiv
163_10.wav	Săgetător. Vi se răsplătesc orele de muncă suplimentară și o să primiți aprecieri din partea șefilor după ce v-au solicitat în fel și chip.	fem	Neti Sandu	pozitiv
163_11.wav	Capricorn. Un semn de atenție din partea cuiva care ține la voi dar n-a îndrăznit să se apropie pentru că n-a primit încurajări și totuși vine.	fem	Neti Sandu	pozitiv
163_12.wav	Vărsător. Poate vă oferiți să lucrați la un proiect la serviciu care să vă aducă bani, că s-ar putea suplimenta veniturile.	fem	Neti Sandu	pozitiv
163_13.wav	Pești. O să reglați o situație scriptică, să puteți avansa fie cu studiile, fie cu alte demersuri de afaceri ca să definitivați niște lucrări.	fem	Neti Sandu	pozitiv
163_2.wav	Vedem ce se întâmplă în fiecare dintre zodii. Taur. Vi se plătesc niște sume restante și o să vă descurcați frumos cu banii,	fem	Neti Sandu	pozitiv
163_6.wav	Leu, vin bani atât de la serviciu cât și din surse paralele și o să aveți cu ce să plecați în concediu așa cum ați visat.	fem	Neti Sandu	pozitiv
163_8.wav	Balanța, relația cu partenerul de cuplu e pe punctul de a fi legalizată, așa pare.	fem	Neti Sandu	pozitiv
163_9.wav	Scorpion, poate vă parvine un rezultat de la școală sau de la un interviu și o să vă bucurați de o nouă deschidere.	fem	Neti Sandu	pozitiv
167_0.wav	Surprize astăzi. O să culegem roadele eforturilor noastre, o să ne achităm de toate obligațiile morale, materiale, față de toți cei cărora le-om fi fost datori.	fem	Neti Sandu	pozitiv
167_10.wav	Capricorn, poate vă luptați pentru drepturile copiilor sau le asigurați o vacanță acolo unde și-au dorit.	fem	Neti Sandu	pozitiv
167_12.wav	Pești, e cineva care vă face curte și o să vă lăsați impresionați dacă nu e nimeni în viața voastră și chiar vă doriți.	fem	Neti Sandu	pozitiv
167_2.wav	Vedem acum ce se întâmplă în fiecare dintre zodii. Taur. Apare o veste neașteptată. Poate vă face o vizită cineva care v-a dus dorul și o să vă meargă bine de aici încolo.	fem	Neti Sandu	pozitiv
167_3.wav	Gemeni, o să vă puteți împăca după niște neînțelegiri cu cineva la care țineți și la care nu vreți să renunțați în ruptul capului.	fem	Neti Sandu	pozitiv
167_4.wav	Rac, se poate să întâlniți pe cineva care să rezoneze cu stilul vostru și să începeți o relație care să vă facă fericiți.	fem	Neti Sandu	pozitiv
167_5.wav	Leu, sunt lucruri de rezolvat pe acasă, poate sunt niște reparații, vă luați imobilă nouă sau aparatură ca să dați altă alură interiorului.	fem	Neti Sandu	negativ
167_6.wav	Fecioara, o să puteți ajunge acolo unde v-ați propus mai demult și o să vă luați o porție generoasă de respiro acum sau în weekend.	fem	Neti Sandu	pozitiv
167_8.wav	Scorpion, e cineva care vrea să vă întâlniți, să stați de vorbă și poate fi începutul unei frumoase povești de dragoste.	fem	Neti Sandu	pozitiv
167_9.wav	Săgetător, sfera sentimentală e tot animată și se poate să apară cineva care să vă fascineze și să vă îndrăgostiți.	fem	Neti Sandu	pozitiv
171_1.wav	O să ne bucurăm de revederea unor oameni și locuri de care avem nevoie sufletește și o să uităm de toate greutățile.	fem	Neti Sandu	pozitiv
171_10.wav	Săgetător. O să vă bucurați de o invitație la masă care poate fi și în alt oraș și o să reîmprospătați o relație la care țineți.	fem	Neti Sandu	pozitiv
171_12.wav	O întâlnire în doi ar pune capăt unor neînțelegeri și v-ați putea continua nestingheriți relația, ca să nu o pierdeți.	fem	Neti Sandu	pozitiv
171_16.wav	O să vă crească stima de sine, că vă simțiți curtați, și o să aveți de unde să alegeți dacă nu există niciun impediment, adică o relație.	fem	Neti Sandu	pozitiv
171_17.wav	Vărsător. O să vă alăturați unui grup ca să aveți șanse mai mari să vă distrați, că singur nu e atât de nostim.	fem	Neti Sandu	pozitiv
171_3.wav	Vi se lansează invitația să porniți la drum acolo unde v-ați propus cu ceva timp în urmă și o să vă placă anturajul. Gemeni.	fem	Neti Sandu	pozitiv
171_4.wav	Poate ieșiți la o cafea cu un posibil partener de afaceri care vine cu idei de proiect în care v-ați putea implica și voi. Rac.	fem	Neti Sandu	pozitiv
171_5.wav	E cineva care ține la voi și vă face o declarație de dragoste, vă ia într-o plimbare prin țară sau în străinătate. Leu.	fem	Neti Sandu	pozitiv
171_7.wav	Fecioara. Va căuta cineva care vine de departe și poate vă dați întâlnire în oraș dacă sunteți sătui de stat în casă. Balanța.	fem	Neti Sandu	pozitiv
171_8.wav	O să reapară cineva care speră să aveți o relație mai bună decât înainte și chiar o să se poată. Scorpion.	fem	Neti Sandu	pozitiv
171_9.wav	Poate revedeți în sfârșit o persoană care vă ajută să treceți cu bine peste o problemă mai delicată de ordin sentimental.	fem	Neti Sandu	pozitiv
173_0.wav	O zi a surprizelor plăcute, să știți.	fem	Neti Sandu	pozitiv
173_1.wav	O să ne achităm de obligațiile morale față de cei cărora le-am promis diverse lucruri și o să fim împăcați, sufletește.	fem	Neti Sandu	pozitiv
173_10.wav	Săgetător, o să vi se facă o invitație la o nuntă, la un botez, și o să vă duceți, că vă plac petrecerile de acest gen.	fem	Neti Sandu	pozitiv
173_11.wav	Capricorn, o să vă caute cineva care vrea să vă propună o afacere cu bătaie lungă și poate vă faceți timp să vă explice în ce constă.	fem	Neti Sandu	pozitiv
173_12.wav	Vărsător, se pare că o să reușiți să vă faceți timp să vă duceți la niște prieteni care vă așteaptă demult și abia acum vă faceți drum într-acolo.	fem	Neti Sandu	pozitiv
173_13.wav	Pești, poate le-ați propus mai demult copiilor că îi scoateți la o plimbare și o să faceți tot posibilul să vă țineți de cuvânt, că ei sunt drăguți și merită.	fem	Neti Sandu	pozitiv
173_6.wav	Leu, aveți chef de socializare și poate vă duceți la un munte, la un botez, la ziua cuiva de naștere, într-un club, să vă dezmorțiți.	fem	Neti Sandu	pozitiv
173_8.wav	Balanța, o să dați o raită prin împrejurimi, să ne faceți o vizită unor cunoștințe, să vă eliberați de stres și să mai vedeți și alte locuri, alți oameni.	fem	Neti Sandu	pozitiv
173_9.wav	Scorpion, se poate să vă reauziți la telefon cu cineva care vrea să vă propună o afacere și care s-ar putea să vă intereseze.	fem	Neti Sandu	pozitiv
175_1.wav	Și să nu ne risipim în tot felul de activități care să ducă la epuizare.	fem	Neti Sandu	negativ
175_11.wav	Care v-ar aduce mulți bani, și totul este să negociați cum trebuie condițiile.	fem	Neti Sandu	pozitiv
175_12.wav	Scorpion, prezența cuiva o să vă aducă energie, chef de viață, luna e la voi acolo și poate vă faceți planuri să plecați pe undeva.	fem	Neti Sandu	pozitiv
175_20.wav	Pe care le-oți fi tot amânat ca să vă puteți duce mâine și la distracție. O zi cu lună plină și energie!	fem	Neti Sandu	pozitiv
